0.5000,-99.7870429298
0.5100,-99.8446289840
0.5200,-99.8978411031
0.5300,-99.9470149973
0.5400,-99.9924580843
0.5500,-100.0344522940
0.5600,-100.0732565680
0.5700,-100.1091087620
0.5800,-100.1422272910
0.5900,-100.1728129490
0.6000,-100.2010507340
0.6100,-100.2271112360
0.6200,-100.2511516360
0.6300,-100.2733167300
0.6400,-100.2937401300
0.6500,-100.3125453890
0.6600,-100.3298468170
0.6700,-100.3457500910
0.6800,-100.3603529050
0.6900,-100.3737457220
0.7000,-100.3860124790
0.7100,-100.3972311030
0.7200,-100.4074738720
0.7300,-100.4168077940
0.7400,-100.4252950610
0.7500,-100.4329935220
0.7600,-100.4399570670
0.7700,-100.4462358660
0.7800,-100.4518765740
0.7900,-100.4569225600
0.8000,-100.4614141970
0.8100,-100.4653891480
0.8200,-100.4688825850
0.8300,-100.4719273250
0.8400,-100.4745539490
0.8500,-100.4767909420
0.8600,-100.4786648620
0.8700,-100.4802005090
0.8800,-100.4814210730
0.8900,-100.4823482370
0.9000,-100.4830022560
0.9100,-100.4834020410
0.9200,-100.4835652420
0.9300,-100.4835083440
0.9400,-100.4832467640
0.9500,-100.4827949350
0.9600,-100.4821663810
0.9700,-100.4813737710
0.9800,-100.4804289650
0.9900,-100.4793430540
1.0000,-100.4781264090
1.0100,-100.4767887290
1.0200,-100.4753391060
1.0300,-100.4737860780
1.0400,-100.4721376660
1.0500,-100.4704014020
1.0600,-100.4685843450
1.0700,-100.4666931000
1.0800,-100.4647338440
1.0900,-100.4627123570
1.1000,-100.4606340610
1.1100,-100.4585040530
1.1200,-100.4563271270
1.1300,-100.4541077870
1.1400,-100.4518502570
1.1500,-100.4495584820
1.1600,-100.4472361480
1.1700,-100.4448866980
1.1800,-100.4425133510
1.1900,-100.4401191260
1.2000,-100.4377068570
1.2100,-100.4352792070
1.2200,-100.4328386680
1.2300,-100.4303875710
1.2400,-100.4279280880
1.2500,-100.4254622390
1.2600,-100.4229919080
1.2700,-100.4205188500
1.2800,-100.4180447040
1.2900,-100.4155710050
1.3000,-100.4130991880
1.3100,-100.4106305960
1.3200,-100.4081664810
1.3300,-100.4057080080
1.3400,-100.4032562590
1.3500,-100.4008122380
1.3600,-100.3983768750
1.3700,-100.3959510370
1.3800,-100.3935355300
1.3900,-100.3911311080
1.4000,-100.3887384690
1.4100,-100.3863582680
1.4200,-100.3839911100
1.4300,-100.3816375590
1.4400,-100.3792981330
1.4500,-100.3769733130
1.4600,-100.3746635400
1.4700,-100.3723692230
1.4800,-100.3700907370
1.4900,-100.3678284320
